更新时间,#genre#
CCTV-2,http://60.2.190.206:4000/rtp/239.253.92.190:6065$组播源-cache:http://60.2.190.206:4000
CCTV-2,http://115.171.216.209:4000/rtp/225.1.8.2:8084$组播源-cache:http://115.171.216.209:4000
CCTV-2,http://114.243.98.12:8888/rtp/239.3.1.60:8084$组播源-cache:http://114.243.98.12:8888
CCTV-3,http://59.173.183.242:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://59.173.183.242:9901
CCTV-3,http://220.249.114.102:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://220.249.114.102:9901
CCTV-3,http://59.173.243.210:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-3,http://mom.cloudns.be:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-3,http://221.222.162.206:8888/rtp/239.3.1.172:8001$组播源-cache:http://221.222.162.206:8888
CCTV-3,http://123.113.187.204:8000/rtp/239.3.1.172:8001$组播源-cache:http://123.113.187.204:8000
CCTV-3,http://123.113.237.160:8888/rtp/239.3.1.172:8001$组播源-cache:http://123.113.237.160:8888
CCTV-3,http://60.2.190.206:4000/rtp/239.253.92.191:6057$组播源-cache:http://60.2.190.206:4000
CCTV-3,http://115.171.216.209:4000/rtp/225.1.8.88:8000$组播源-cache:http://115.171.216.209:4000
CCTV-3,http://114.243.98.12:8888/rtp/239.3.1.172:8001$组播源-cache:http://114.243.98.12:8888
CCTV-4,http://59.173.183.242:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://59.173.183.242:9901
CCTV-4,http://220.249.114.102:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://220.249.114.102:9901
CCTV-4,http://59.173.243.210:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-4,http://mom.cloudns.be:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-4,http://221.222.162.206:8888/rtp/239.3.1.105:8092$组播源-cache:http://221.222.162.206:8888
CCTV-4,http://221.222.162.206:8888/rtp/239.3.1.213:4220$组播源-cache:http://221.222.162.206:8888
CCTV-4,http://221.222.162.206:8888/rtp/239.3.1.214:4220$组播源-cache:http://221.222.162.206:8888
CCTV-4,http://123.113.187.204:8000/rtp/239.3.1.214:4220$组播源-cache:http://123.113.187.204:8000
CCTV-4,http://123.113.187.204:8000/rtp/239.3.1.105:8092$组播源-cache:http://123.113.187.204:8000
CCTV-4,http://123.113.187.204:8000/rtp/239.3.1.213:4220$组播源-cache:http://123.113.187.204:8000
CCTV-5,http://59.173.183.242:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://59.173.183.242:9901
CCTV-5,http://220.249.114.102:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://220.249.114.102:9901
CCTV-5,http://59.173.243.210:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-5,http://mom.cloudns.be:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-5,http://221.222.162.206:8888/rtp/239.3.1.173:8001$组播源-cache:http://221.222.162.206:8888
CCTV-5,http://123.113.187.204:8000/rtp/239.3.1.173:8001$组播源-cache:http://123.113.187.204:8000
CCTV-5,http://123.113.237.160:8888/rtp/239.3.1.173:8001$组播源-cache:http://123.113.237.160:8888
CCTV-5,http://60.2.190.206:4000/rtp/239.253.92.181:6046$组播源-cache:http://60.2.190.206:4000
CCTV-5,http://115.171.216.209:4000/rtp/225.1.8.89:8000$组播源-cache:http://115.171.216.209:4000
CCTV-5,http://114.243.98.12:8888/rtp/239.3.1.173:8001$组播源-cache:http://114.243.98.12:8888
CCTV-5+,http://59.173.183.242:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://59.173.183.242:9901
CCTV-5+,http://220.249.114.102:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://220.249.114.102:9901
CCTV-5+,http://59.173.243.210:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-5+,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://61.136.172.236:9901
CCTV-5+,http://221.222.162.206:8888/rtp/239.3.1.130:8004$组播源-cache:http://221.222.162.206:8888
CCTV-5+,http://123.113.187.204:8000/rtp/239.3.1.130:8004$组播源-cache:http://123.113.187.204:8000
CCTV-5+,http://123.113.237.160:8888/rtp/239.3.1.130:8004$组播源-cache:http://123.113.237.160:8888
CCTV-5+,http://60.2.190.206:4000/rtp/239.253.92.82:8013$组播源-cache:http://60.2.190.206:4000
CCTV-5+,http://115.171.216.209:4000/rtp/225.1.8.20:8004$组播源-cache:http://115.171.216.209:4000
CCTV-5+,http://114.243.98.12:8888/rtp/239.3.1.130:8004$组播源-cache:http://114.243.98.12:8888
CCTV-6,http://59.173.183.242:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://59.173.183.242:9901
CCTV-6,http://220.249.114.102:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://220.249.114.102:9901
CCTV-6,http://59.173.243.210:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-6,http://mom.cloudns.be:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-6,http://221.222.162.206:8888/rtp/239.3.1.174:8001$组播源-cache:http://221.222.162.206:8888
CCTV-6,http://123.113.187.204:8000/rtp/239.3.1.174:8001$组播源-cache:http://123.113.187.204:8000
CCTV-6,http://123.113.237.160:8888/rtp/239.3.1.174:8001$组播源-cache:http://123.113.237.160:8888
CCTV-6,http://60.2.190.206:4000/rtp/239.253.92.193:6058$组播源-cache:http://60.2.190.206:4000
CCTV-6,http://115.171.216.209:4000/rtp/225.1.8.84:8000$组播源-cache:http://115.171.216.209:4000
CCTV-6,http://114.243.98.12:8888/rtp/239.3.1.174:8001$组播源-cache:http://114.243.98.12:8888
CCTV-7,http://59.173.183.242:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://59.173.183.242:9901
CCTV-7,http://220.249.114.102:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://220.249.114.102:9901
CCTV-7,http://59.173.243.210:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-7,http://mom.cloudns.be:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-7,http://221.222.162.206:8888/rtp/239.3.1.61:8104$组播源-cache:http://221.222.162.206:8888
CCTV-7,http://123.113.187.204:8000/rtp/239.3.1.61:8104$组播源-cache:http://123.113.187.204:8000
CCTV-7,http://123.113.237.160:8888/rtp/239.3.1.61:8104$组播源-cache:http://123.113.237.160:8888
CCTV-7,http://60.2.190.206:4000/rtp/239.253.92.194:6059$组播源-cache:http://60.2.190.206:4000
CCTV-7,http://115.171.216.209:4000/rtp/225.1.8.7:8104$组播源-cache:http://115.171.216.209:4000
CCTV-7,http://114.243.98.12:8888/rtp/239.3.1.61:8104$组播源-cache:http://114.243.98.12:8888
CCTV-8,http://59.173.183.242:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://59.173.183.242:9901
CCTV-8,http://220.249.114.102:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://220.249.114.102:9901
CCTV-8,http://59.173.243.210:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-8,http://mom.cloudns.be:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-8,http://221.222.162.206:8888/rtp/239.3.1.175:8001$组播源-cache:http://221.222.162.206:8888
CCTV-8,http://123.113.187.204:8000/rtp/239.3.1.175:8001$组播源-cache:http://123.113.187.204:8000
CCTV-8,http://123.113.237.160:8888/rtp/239.3.1.175:8001$组播源-cache:http://123.113.237.160:8888
CCTV-8,http://60.2.190.206:4000/rtp/239.253.92.195:6060$组播源-cache:http://60.2.190.206:4000
CCTV-8,http://115.171.216.209:4000/rtp/225.1.8.85:8000$组播源-cache:http://115.171.216.209:4000
CCTV-8,http://114.243.98.12:8888/rtp/239.3.1.175:8001$组播源-cache:http://114.243.98.12:8888
CCTV-9,http://59.173.183.242:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://59.173.183.242:9901
CCTV-9,http://220.249.114.102:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://220.249.114.102:9901
CCTV-9,http://59.173.243.210:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-9,http://mom.cloudns.be:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-9,http://221.222.162.206:8888/rtp/239.3.1.62:8112$组播源-cache:http://221.222.162.206:8888
CCTV-9,http://123.113.187.204:8000/rtp/239.3.1.62:8112$组播源-cache:http://123.113.187.204:8000
CCTV-9,http://123.113.237.160:8888/rtp/239.3.1.62:8112$组播源-cache:http://123.113.237.160:8888
CCTV-9,http://60.2.190.206:4000/rtp/239.253.92.107:6020$组播源-cache:http://60.2.190.206:4000
CCTV-9,http://115.171.216.209:4000/rtp/225.1.8.9:8112$组播源-cache:http://115.171.216.209:4000
CCTV-9,http://114.243.98.12:8888/rtp/239.3.1.62:8112$组播源-cache:http://114.243.98.12:8888
CCTV-10,http://59.173.183.242:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.183.242:9901
CCTV-10,http://220.249.114.102:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://220.249.114.102:9901
CCTV-10,http://59.173.243.210:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-10,http://mom.cloudns.be:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-10,http://221.222.162.206:8888/rtp/239.3.1.63:8116$组播源-cache:http://221.222.162.206:8888
CCTV-10,http://123.113.187.204:8000/rtp/239.3.1.63:8116$组播源-cache:http://123.113.187.204:8000
CCTV-10,http://123.113.237.160:8888/rtp/239.3.1.63:8116$组播源-cache:http://123.113.237.160:8888
CCTV-10,http://60.2.190.206:4000/rtp/239.253.92.196:6061$组播源-cache:http://60.2.190.206:4000
CCTV-10,http://115.171.216.209:4000/rtp/225.1.8.10:8116$组播源-cache:http://115.171.216.209:4000
CCTV-10,http://114.243.98.12:8888/rtp/239.3.1.63:8116$组播源-cache:http://114.243.98.12:8888
CCTV-11,http://59.173.183.242:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://59.173.183.242:9901
CCTV-11,http://220.249.114.102:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://220.249.114.102:9901
CCTV-11,http://59.173.243.210:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-11,http://mom.cloudns.be:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-11,http://221.222.162.206:8888/rtp/239.3.1.152:8120$组播源-cache:http://221.222.162.206:8888
CCTV-11,http://123.113.187.204:8000/rtp/239.3.1.152:8120$组播源-cache:http://123.113.187.204:8000
CCTV-11,http://123.113.237.160:8888/rtp/239.3.1.152:8120$组播源-cache:http://123.113.237.160:8888
CCTV-11,http://60.2.190.206:4000/rtp/239.253.93.153:6321$组播源-cache:http://60.2.190.206:4000
CCTV-11,http://115.171.216.209:4000/rtp/225.1.8.73:8120$组播源-cache:http://115.171.216.209:4000
CCTV-11,http://114.243.98.12:8888/rtp/239.3.1.152:8120$组播源-cache:http://114.243.98.12:8888
CCTV-12,http://59.173.183.242:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.183.242:9901
CCTV-12,http://220.249.114.102:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://220.249.114.102:9901
CCTV-12,http://59.173.243.210:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-12,http://mom.cloudns.be:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-12,http://221.222.162.206:8888/rtp/239.3.1.64:8124$组播源-cache:http://221.222.162.206:8888
CCTV-12,http://123.113.187.204:8000/rtp/239.3.1.64:8124$组播源-cache:http://123.113.187.204:8000
CCTV-12,http://123.113.237.160:8888/rtp/239.3.1.64:8124$组播源-cache:http://123.113.237.160:8888
CCTV-12,http://60.2.190.206:4000/rtp/239.253.92.197:6062$组播源-cache:http://60.2.190.206:4000
CCTV-12,http://115.171.216.209:4000/rtp/225.1.8.12:8124$组播源-cache:http://115.171.216.209:4000
CCTV-12,http://114.243.98.12:8888/rtp/239.3.1.64:8124$组播源-cache:http://114.243.98.12:8888
CCTV-13,http://59.173.183.242:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.183.242:9901
CCTV-13,http://220.249.114.102:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://220.249.114.102:9901
CCTV-13,http://59.173.243.210:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-13,http://mom.cloudns.be:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-13,http://221.222.162.206:8888/rtp/239.3.1.124:8128$组播源-cache:http://221.222.162.206:8888
CCTV-13,http://123.113.187.204:8000/rtp/239.3.1.124:8128$组播源-cache:http://123.113.187.204:8000
CCTV-13,http://123.113.237.160:8888/rtp/239.3.1.124:8128$组播源-cache:http://123.113.237.160:8888
CCTV-13,http://60.2.190.206:4000/rtp/239.253.92.13:8008$组播源-cache:http://60.2.190.206:4000
CCTV-13,http://115.171.216.209:4000/rtp/225.1.8.168:8130$组播源-cache:http://115.171.216.209:4000
CCTV-13,http://114.243.98.12:8888/rtp/239.3.1.124:8128$组播源-cache:http://114.243.98.12:8888
CCTV-14,http://59.173.183.242:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.183.242:9901
CCTV-14,http://220.249.114.102:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://220.249.114.102:9901
CCTV-14,http://59.173.243.210:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-14,http://mom.cloudns.be:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-14,http://221.222.162.206:8888/rtp/239.3.1.65:8132$组播源-cache:http://221.222.162.206:8888
CCTV-14,http://123.113.187.204:8000/rtp/239.3.1.65:8132$组播源-cache:http://123.113.187.204:8000
CCTV-14,http://123.113.237.160:8888/rtp/239.3.1.65:8132$组播源-cache:http://123.113.237.160:8888
CCTV-14,http://60.2.190.206:4000/rtp/239.253.92.198:6063$组播源-cache:http://60.2.190.206:4000
CCTV-14,http://115.171.216.209:4000/rtp/225.1.8.14:8132$组播源-cache:http://115.171.216.209:4000
CCTV-14,http://114.243.98.12:8888/rtp/239.3.1.65:8132$组播源-cache:http://114.243.98.12:8888
CCTV-15,http://59.173.183.242:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.183.242:9901
CCTV-15,http://220.249.114.102:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://220.249.114.102:9901
CCTV-15,http://59.173.243.210:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-15,http://mom.cloudns.be:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源-cache:http://mom.cloudns.be:9901
CCTV-15,http://221.222.162.206:8888/rtp/239.3.1.153:8136$组播源-cache:http://221.222.162.206:8888
CCTV-15,http://123.113.187.204:8000/rtp/239.3.1.153:8136$组播源-cache:http://123.113.187.204:8000
CCTV-15,http://123.113.237.160:8888/rtp/239.3.1.153:8136$组播源-cache:http://123.113.237.160:8888
CCTV-15,http://60.2.190.206:4000/rtp/239.253.93.154:6322$组播源-cache:http://60.2.190.206:4000
CCTV-15,http://115.171.216.209:4000/rtp/225.1.8.74:8136$组播源-cache:http://115.171.216.209:4000
CCTV-15,http://114.243.98.12:8888/rtp/239.3.1.153:8136$组播源-cache:http://114.243.98.12:8888
CCTV-16,http://59.173.243.210:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-16,http://221.222.162.206:8888/rtp/239.3.1.184:8001$组播源-cache:http://221.222.162.206:8888
CCTV-16,http://221.222.162.206:8888/rtp/239.3.1.183:8001$组播源-cache:http://221.222.162.206:8888
CCTV-16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$订阅源-cache:http://[2409:8087:1a01:df::7005]:80-IPv6
CCTV-16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226100/2.m3u8$订阅源-cache:ottrrs.hl.chinamobile.com-IPv6
CCTV-16,http://[2409:8087:74d9:21::6]:80/270000001128/9900000016/index.m3u8$订阅源-cache:http://[2409:8087:74d9:21::6]:80-IPv6
CCTV-16,http://123.113.187.204:8000/rtp/239.3.1.184:8001$组播源-cache:http://123.113.187.204:8000
CCTV-16,http://221.222.162.206:8888/udp/239.3.1.183:8001$订阅源-cache:http://221.222.162.206:8888
CCTV-16,http://221.222.162.206:8888/udp/239.3.1.184:8001$订阅源-cache:http://221.222.162.206:8888
CCTV-16,http://123.113.187.204:8000/udp/239.3.1.183:8001$订阅源-cache:http://123.113.187.204:8000
CCTV-17,http://59.173.183.242:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.183.242:9901
CCTV-17,http://59.173.243.210:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
CCTV-17,http://58.48.37.158:1111/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://58.48.37.158:1111
CCTV-17,http://58.19.133.144:9901rtsp://111.48.34.138:1554/170000004112/00000001000000050000000000000580$湖北酒店源|cache:http://58.19.133.144:9901
CCTV-17,http://221.222.162.206:8888/rtp/239.3.1.151:8144$组播源-cache:http://221.222.162.206:8888
CCTV-17,http://123.113.187.204:8000/rtp/239.3.1.151:8144$组播源-cache:http://123.113.187.204:8000
CCTV-17,http://123.113.237.160:8888/rtp/239.3.1.151:8144$组播源-cache:http://123.113.237.160:8888
CCTV-17,http://60.2.190.206:4000/rtp/239.253.93.150:6318$组播源-cache:http://60.2.190.206:4000
CCTV-17,http://115.171.216.209:4000/rtp/225.1.8.17:8144$组播源-cache:http://115.171.216.209:4000
CCTV-17,http://114.243.98.12:8888/rtp/239.3.1.151:8144$组播源-cache:http://114.243.98.12:8888
CETV1,http://[2409:8087:74d9:21::6]:80/270000001128/9900000046/index.m3u8$订阅源-cache:http://[2409:8087:74d9:21::6]:80-IPv6
CETV1,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000076/index.m3u8?IASHttpSessionId=$订阅源-cache:http://[2409:8087:3c02:21:0:1:0:100a]:6410-IPv6
CETV1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8$订阅源-cache:http://[2409:8087:1a0b:df::4020]:80-IPv6
CETV2,http://[2409:8087:74d9:21::6]:80/270000001128/9900000071/index.m3u8$订阅源-cache:http://[2409:8087:74d9:21::6]:80-IPv6
CETV2,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000077/index.m3u8?IASHttpSessionId=$订阅源-cache:http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410-IPv6
CETV2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8$订阅源-cache:http://[2409:8087:1a0b:df::4013]:80-IPv6
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001$订阅源-cache:https://gcalic.v.myalicdn.com
CETV4,http://49.113.179.174:4022/udp/238.125.3.92:5140$订阅源-cache:http://49.113.179.174:4022
CETV4,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000666/index.m3u8?IASHttpSessionId=$订阅源-cache:http://[2409:8087:3c02:21:0:1:0:100a]:6410-IPv6
CETV4,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000666/index.m3u8?IASHttpSessionId=$订阅源-cache:http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410-IPv6
CETV4,http://[2409:8087:74d9:21::6]:80/270000001128/9900000072/index.m3u8$订阅源-cache:http://[2409:8087:74d9:21::6]:80-IPv6

💰央视付费频道,#genre#
央视台球,http://124.230.56.27:55555/udp/239.76.254.58:9000$订阅源-cache:http://124.230.56.27:55555
央视台球,http://222.169.41.47:9901/tsfile/live/1012_1.m3u8$订阅源-cache:http://222.169.41.47:9901
风云足球,http://183.94.146.109:2222/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://183.94.146.109:2222
风云足球,http://222.169.41.47:9901/tsfile/live/1011_1.m3u8$订阅源-cache:http://222.169.41.47:9901
风云足球,http://183.94.146.109:2222/tsfile/live/1017_1.m3u8$订阅源-cache:http://183.94.146.109:2222
电视指南,http://49.234.31.101:7004udp://@224.9.2.76:5000$北京酒店源|cache:http://49.234.31.101:7004
世界地理,http://60.2.190.206:4000/udp/239.253.92.131:6113$订阅源-cache:http://60.2.190.206:4000
世界地理,http://60.2.190.206:4000/udp/239.253.92.113:8066$订阅源-cache:http://60.2.190.206:4000
世界地理,http://60.7.56.33:4000/udp/239.253.92.113:8066$订阅源-cache:http://60.7.56.33:4000

📡卫视频道,#genre#
广东卫视,http://59.173.183.242:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.183.242:9901
广东卫视,http://220.249.114.102:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://220.249.114.102:9901
广东卫视,http://59.173.243.210:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源-cache:http://59.173.243.210:9901
广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|cache:http://61.136.172.236:9901
广东卫视,http://221.222.162.206:8888/rtp/239.3.1.142:8048$组播源-cache:http://221.222.162.206:8888
广东卫视,http://123.113.187.204:8000/rtp/239.3.1.142:8048$组播源-cache:http://123.113.187.204:8000
广东卫视,http://123.113.237.160:8888/rtp/239.3.1.142:8048$组播源-cache:http://123.113.237.160:8888
广东卫视,http://60.2.190.206:4000/rtp/239.253.92.206:8108$组播源-cache:http://60.2.190.206:4000
广东卫视,http://115.171.216.209:4000/rtp/225.1.8.151:8132$组播源-cache:http://115.171.216.209:4000
广东卫视,http://114.243.98.12:8888/rtp/239.3.1.142:8048$组播源-cache:http://114.243.98.12:8888
